Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price
2020 Nissan Rogue Sport S,"44,382 mi.",4.4,(576 reviews),Used,$344 price drop,"$21,909"
2019 Jeep Grand Cherokee Limited,"38,672 mi.",4.7,(483 reviews),Jeep Certified,$400 price drop,"$33,861"
2022 Ford F-250 Lariat,"29,011 mi.",4.7,"(1,693 reviews)",Used,"$1,603 price drop","$81,500"
2018 Mercedes-Benz C-Class C 300,"12,827 mi.",4.3,"(1,298 reviews)",Used,$370 price drop,"$32,741"
2017 Kia Sorento LX,"36,000 mi.",4.5,"(1,776 reviews)",Used,$500 price drop,"$17,993"
2019 Nissan Rogue SL,"93,603 mi.",4.1,(154 reviews),Used,"$1,347 price drop","$29,218"
2020 Kia Sorento LX,"31,109 mi.",4.6,(579 reviews),Used,"$2,000 price drop","$26,766"
2019 Subaru Outback 2.5i,"33,334 mi.",4.8,(19 reviews),Used,"$1,000 price drop","$29,145"
2019 Honda Pilot EX-L,"43,828 mi.",4.7,(705 reviews),Used,"$1,000 price drop","$36,531"
2019 Ford Edge Titanium,Mileage,4.7,(305 reviews),Used,$900 price drop,"$35,990"
2020 Mazda Mazda6 Sport,"13,761 mi.",4.7,"(2,073 reviews)",Used,$500 price drop,"$33,981"
2020 Toyota Corolla LE,"12,190 mi.",4.8,(269 reviews),Used,$500 price drop,"$25,995"
2019 Dodge Charger SXT,"20,408 mi.",4.5,(422 reviews),Dodge Certified,$808 price drop,"$32,795"
2019 Mercedes-Benz GLC 300 Base,"24,668 mi.",2.4,(13 reviews),Used,"$1,000 price drop","$43,998"
2021 Volkswagen Jetta 1.4T SEL,"18,990 mi.",4.9,(184 reviews),Volkswagen Certified,$200 price drop,"$29,000"
2016 BMW X3 xDrive28i,"16,833 mi.",1.9,(274 reviews),Used,$992 price drop,"$24,998"
2019 BMW 540 i,"65,695 mi.",4.5,(2 reviews),Used,$416 price drop,"$39,490"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"60,500 mi.",4.5,(479 reviews),Used,$211 price drop,"$73,450"
2020 Ford EcoSport Titanium,"23,796 mi.",4.7,"(6,038 reviews)",Used,"$1,199 price drop","$24,696"
2020 Volkswagen Tiguan 2.0T SE,"42,415 mi.",4.5,(710 reviews),Used,"$2,000 price drop","$28,462"
2017 Land Rover Range Rover Sport 3.0L Supercharged HSE,"21,336 mi.",4.7,(217 reviews),Used,"$2,000 price drop","$49,900"
2020 Acura MDX 3.5L w/Technology Package,"45,890 mi.",4.3,(392 reviews),Used,"$3,000 price drop","$44,999"
2018 Nissan Rogue SV,"22,198 mi.",4.6,"(1,162 reviews)",Used,$500 price drop,"$20,695"
2017 Lexus NX 200t Base,"47,812 mi.",4.5,(563 reviews),Used,"$2,000 price drop","$28,400"
2019 GMC Acadia SLT-1,"81,066 mi.",4.8,(946 reviews),Used,"$1,106 price drop","$33,998"
2021 INFINITI Q50 3.0t Red Sport 400,"49,395 mi.",4.7,(510 reviews),INFINITI Certified,$100 price drop,"$48,726"
2015 Mercedes-Benz C-Class C 300,"14,831 mi.",4.6,"(1,323 reviews)",Used,"$1,909 price drop","$24,459"
2019 Toyota C-HR XLE,"48,581 mi.",4.8,"(3,260 reviews)",Toyota Certified,$500 price drop,"$25,187"
2020 Audi Q5 45 Premium Plus,"31,210 mi.",4.6,(203 reviews),Used,$888 price drop,"$46,500"
2020 Jeep Compass Trailhawk,"26,000 mi.",4.7,(713 reviews),Used,$505 price drop,"$24,639"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"46,584 mi.",4.6,(908 reviews),Mercedes-Benz Certified,$308 price drop,"$50,384"
2019 Subaru Forester Premium,"4,357 mi.",4.8,(685 reviews),Subaru Certified,"$1,001 price drop","$28,000"
2020 INFINITI QX60 Luxe,"30,750 mi.",4.7,(373 reviews),Used,$457 price drop,"$38,400"
2019 Honda Civic LX,"29,872 mi.",4.7,"(1,393 reviews)",Honda Certified,$750 price drop,"$23,395"
2019 Volkswagen Jetta GLI 2.0T Autobahn,"18,735 mi.",4.5,(759 reviews),Used,"$1,000 price drop","$33,690"
2020 Toyota Tacoma SR,"25,100 mi.",4.7,"(1,559 reviews)",Used,$299 price drop,"$33,782"
2018 Mercedes-Benz C-Class C 300 4MATIC,"15,552 mi.",3.4,(35 reviews),Used,"$1,001 price drop","$39,998"
2016 BMW 535 i xDrive,"19,727 mi.",2.9,(22 reviews),Used,$500 price drop,"$29,998"
2019 BMW X5 xDrive40i,"49,310 mi.",4.7,"(4,183 reviews)",Used,$172 price drop,"$51,995"
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology,"38,625 mi.",4.0,(93 reviews),Volkswagen Certified,$100 price drop,"$39,990"
2017 Nissan Rogue SL,"14,431 mi.",4.9,"(3,283 reviews)",Used,"$1,000 price drop","$24,999"
2021 Mazda Mazda3 2.5 Turbo Premium Plus,"34,007 mi.",4.8,"(1,250 reviews)",Used,"$1,198 price drop","$35,599"
2018 Lexus ES 350 Base,"20,603 mi.",4.7,(900 reviews),Used,$404 price drop,"$39,950"
2019 BMW X5 xDrive40i,"18,076 mi.",4.9,(636 reviews),Used,$300 price drop,"$56,499"
2020 Nissan Rogue SV,"16,930 mi.",4.6,"(1,053 reviews)",Used,"$1,100 price drop","$24,984"
2020 BMW X3 sDrive30i,"66,478 mi.",4.3,"(1,341 reviews)",Used,$500 price drop,"$37,480"
2019 Lincoln MKZ Reserve I,"36,293 mi.",4.7,(0 reviews),Used,$200 price drop,"$28,998"
2021 Mercedes-Benz C-Class C 300 4MATIC,"27,493 mi.",4.7,(263 reviews),Mercedes-Benz Certified,"$2,209 price drop","$45,491"
2019 Lincoln Nautilus Reserve,"11,224 mi.",4.5,"(1,922 reviews)",Used,$500 price drop,"$39,998"
2017 Jeep Wrangler Unlimited Sahara,"27,524 mi.",4.1,(83 reviews),Used,$708 price drop,"$34,000"
2015 Cadillac Escalade Premium,"73,298 mi.",4.7,(58 reviews),Used,"$2,100 price drop","$36,592"
2019 Chevrolet Equinox Premier w/1LZ,"93,835 mi.",4.0,(679 reviews),Used,$253 price drop,"$27,329"
2019 Jeep Grand Cherokee Limited,"45,747 mi.",4.6,(124 reviews),Used,$500 price drop,"$38,899"
2018 Mercedes-Benz C-Class C 300,Mileage,4.1,"(1,854 reviews)",Used,"$1,501 price drop","$28,998"
2018 Audi Q7 2.0T Premium Plus,"30,602 mi.",4.6,"(1,611 reviews)",Used,"$3,000 price drop","$30,997"
2018 Audi RS 5 2.9T,"83,722 mi.",4.4,(602 reviews),Used,"$2,016 price drop","$68,998"
2016 Toyota Tundra SR5,"17,711 mi.",3.9,(20 reviews),Used,"$1,490 price drop","$27,577"
2019 Mercedes-Benz E-Class E 300,"84,029 mi.",4.7,(926 reviews),Used,"$1,047 price drop","$44,498"
2019 Honda CR-V EX,"12,336 mi.",4.6,"(1,313 reviews)",Honda Certified,$315 price drop,"$32,999"
2020 Kia Telluride SX,"23,428 mi.",4.6,"(1,244 reviews)",Kia Certified,"$1,500 price drop","$47,979"
2020 Ford Transit-250 MR,"36,130 mi.",4.1,(58 reviews),Used,$447 price drop,"$50,980"
2019 Lexus IS 300 Base,"45,374 mi.",4.6,"(1,767 reviews)",Used,"$2,025 price drop","$35,400"
2019 Cadillac XT5 Luxury,"33,390 mi.",4.9,(96 reviews),Used,$250 price drop,"$36,599"
2019 Nissan Armada SV,"49,835 mi.",3.8,(15 reviews),Used,$600 price drop,"$33,000"
2020 Jeep Grand Cherokee Limited,"64,033 mi.",4.9,(580 reviews),Used,"$1,000 price drop","$38,642"
2019 Lincoln Navigator Reserve,"24,851 mi.",4.8,(665 reviews),Used,$501 price drop,"$63,499"
2019 Kia Forte LXS,"39,413 mi.",4.8,"(2,161 reviews)",Used,"$1,000 price drop","$20,691"
2019 Mercedes-Benz GLS 450 Base 4MATIC,"16,149 mi.",4.8,"(1,666 reviews)",Mercedes-Benz Certified,"$1,000 price drop","$51,864"
2017 Chevrolet Equinox LT,"31,393 mi.",4.8,"(6,598 reviews)",Chevrolet Certified,"$1,021 price drop","$20,466"
2015 Jeep Grand Cherokee Limited,"66,467 mi.",5.0,(4 reviews),Used,$500 price drop,"$22,995"
2020 Jeep Grand Cherokee Limited,"92,919 mi.",4.8,"(1,363 reviews)",Used,"$1,690 price drop","$34,750"
2021 Ford Explorer XLT,"56,593 mi.",4.4,"(1,446 reviews)",Used,"$1,000 price drop","$42,500"
2021 Hyundai Palisade Limited,"10,119 mi.",4.6,(580 reviews),Used,"$1,187 price drop","$47,920"
2020 Volkswagen Tiguan 2.0T SEL Premium R-Line,"16,440 mi.",4.8,"(1,783 reviews)",Used,$100 price drop,"$37,900"
2021 Mazda CX-5 Carbon Edition Turbo,"33,286 mi.",4.8,"(5,122 reviews)",Used,$471 price drop,"$37,000"
2021 Toyota RAV4 LE,"4,800 mi.",4.4,(807 reviews),Used,"$2,099 price drop","$29,995"
2015 Chevrolet Tahoe LT,"40,462 mi.",4.2,(204 reviews),Used,"$4,600 price drop","$33,900"
2019 Mazda CX-5 Grand Touring,"63,748 mi.",4.8,"(6,465 reviews)",Used,"$3,928 price drop","$33,000"
2019 Ford Edge SEL,"24,048 mi.",3.1,(100 reviews),Ford Certified,"$1,700 price drop","$31,997"
2017 Mercedes-Benz GLS 450 Base 4MATIC,"22,680 mi.",4.5,(337 reviews),Used,$474 price drop,"$34,966"
2019 Acura RDX Base,"80,137 mi.",4.5,(478 reviews),Used,"$1,000 price drop","$35,995"
2017 Jeep Grand Cherokee Limited,"32,576 mi.",4.8,"(1,790 reviews)",Used,$300 price drop,"$26,995"
2018 BMW 330 i xDrive,"79,361 mi.",4.8,"(4,081 reviews)",Used,$788 price drop,"$32,998"
2018 BMW 330 i xDrive,"26,298 mi.",4.6,(325 reviews),Used,$507 price drop,"$32,490"
2021 Dodge Charger Scat Pack,"29,744 mi.",3.5,(143 reviews),Used,"$1,816 price drop","$59,929"
2014 Audi Q5 2.0T Premium Plus,"10,001 mi.",4.5,(878 reviews),Used,"$1,000 price drop","$20,450"
2021 Mazda CX-5 Touring,"67,361 mi.",3.9,(41 reviews),Used,$750 price drop,"$25,998"
2020 GMC Terrain SLT,"48,285 mi.",4.7,(406 reviews),GMC Certified,$680 price drop,"$29,995"
2019 Toyota Corolla Hatchback XSE,"14,689 mi.",4.7,"(1,150 reviews)",Used,"$1,000 price drop","$28,959"
2021 Honda Pilot EX-L,"13,379 mi.",4.7,"(1,064 reviews)",Honda Certified,$636 price drop,"$41,720"
2019 BMW 330 i,"12,635 mi.",4.7,(677 reviews),BMW Certified,$846 price drop,"$38,988"
2020 Ford F-150 Lariat,"33,873 mi.",4.0,(56 reviews),Used,$100 price drop,"$41,593"
2019 Subaru Outback 2.5i Limited,"64,485 mi.",4.8,"(1,991 reviews)",Subaru Certified,"$2,185 price drop","$30,995"
2020 Ford Transit-250 Base,"31,883 mi.",4.7,(927 reviews),Used,$295 price drop,"$48,797"
2021 Toyota Highlander L,"24,736 mi.",5.0,(1 review),Used,$200 price drop,"$39,492"
2007 BMW 328 i,"25,840 mi.",4.5,(627 reviews),Used,"$1,000 price drop","$5,500"
2015 Acura MDX 3.5L Technology Package,"171,000 mi.",4.8,(45 reviews),Used,$440 price drop,"$24,699"
2021 Mercedes-Benz C-Class C 300 4MATIC,Mileage,4.5,(428 reviews),Mercedes-Benz Certified,"$1,867 price drop","$43,521"
2020 BMW X3 sDrive30i,"14,902 mi.",2.9,(76 reviews),BMW Certified,$400 price drop,"$43,575"
2020 Chevrolet Equinox LS,"20,554 mi.",4.4,"(1,106 reviews)",Used,$400 price drop,"$21,850"
2017 Toyota RAV4 XLE,"81,183 mi.",4.7,(467 reviews),Used,"$1,000 price drop","$28,990"
2018 BMW 540 i,"44,422 mi.",3.5,(44 reviews),Used,$798 price drop,"$38,395"
2020 Toyota Highlander XLE,"40,391 mi.",3.9,(467 reviews),Used,$500 price drop,"$39,000"
2020 Toyota Camry SE,"48,595 mi.",4.4,(403 reviews),Toyota Certified,$500 price drop,"$32,995"
2021 Cadillac XT6 Premium Luxury FWD,"21,864 mi.",3.7,(58 reviews),Cadillac Certified,$490 price drop,"$55,440"
2019 Audi Q5 2.0T Premium Plus,"22,614 mi.",4.7,(181 reviews),Used,$959 price drop,"$37,200"
2019 Mazda CX-9 Touring,"45,137 mi.",4.1,(365 reviews),Used,$499 price drop,"$31,459"
2018 Volkswagen Tiguan 2.0T SE,"19,763 mi.",2.8,(12 reviews),Used,"$1,000 price drop","$25,998"
2021 GMC Yukon AT4,"48,849 mi.",4.6,(872 reviews),Used,$400 price drop,"$76,995"
2017 GMC Acadia Limited Limited,"21,669 mi.",4.7,(196 reviews),Used,"$1,248 price drop","$28,792"
2020 RAM 1500 Classic SLT,"59,250 mi.",4.7,(232 reviews),Used,"$1,342 price drop","$35,110"
2019 Ford F-150 XLT,"63,751 mi.",4.7,"(4,336 reviews)",Used,$500 price drop,"$37,988"
2018 Maserati GranTurismo Sport,"48,602 mi.",4.8,"(1,696 reviews)",Used,$790 price drop,"$89,900"
2019 Mercedes-Benz C-Class C 300 4MATIC,"13,228 mi.",4.8,(447 reviews),Used,$191 price drop,"$36,000"
2020 Cadillac XT5 Premium Luxury,"12,855 mi.",4.5,(563 reviews),Cadillac Certified,"$2,131 price drop","$42,900"
2019 Nissan Rogue SL,"23,633 mi.",4.5,(335 reviews),Nissan Certified,"$3,000 price drop","$28,000"
2019 Volvo XC90 T6 Inscription,"23,833 mi.",4.9,"(2,114 reviews)",Used,"$3,000 price drop","$51,000"
2019 Mercedes-Benz GLA 250 Base,"26,909 mi.",4.5,(376 reviews),Used,$162 price drop,"$31,740"
2017 Honda CR-V Touring,"17,469 mi.",4.7,(686 reviews),Used,$371 price drop,"$23,501"
2020 Toyota Corolla SE,"122,545 mi.",4.0,(340 reviews),Toyota Certified,"$1,400 price drop","$28,960"
2016 Lexus RX 350 Base,"22,197 mi.",3.7,(6 reviews),Used,$510 price drop,"$38,998"
2017 Acura TLX w/Technology Package,"13,337 mi.",4.7,(354 reviews),Used,$685 price drop,"$23,647"
2017 Jeep Wrangler Unlimited Sport,"57,908 mi.",4.5,(2 reviews),Used,$871 price drop,"$34,998"
2019 Chevrolet Cruze LT,"49,281 mi.",4.8,"(1,978 reviews)",Used,"$1,556 price drop","$18,923"
2021 Toyota Camry SE,"81,966 mi.",4.6,(775 reviews),Toyota Certified,"$1,200 price drop","$33,896"
2020 Mercedes-Benz CLA 250 Base,"24,087 mi.",4.8,"(1,666 reviews)",Mercedes-Benz Certified,"$1,000 price drop","$34,259"
2020 Ford F-150 XLT,"38,162 mi.",4.8,"(1,085 reviews)",Ford Certified,$500 price drop,"$54,500"
2019 Honda CR-V EX,"16,581 mi.",4.7,"(1,222 reviews)",Used,"$1,001 price drop","$31,647"
2018 Ford EcoSport SE,"33,044 mi.",4.7,(664 reviews),Used,"$1,501 price drop","$18,991"
2019 Toyota Camry XSE,"48,862 mi.",3.7,(74 reviews),Used,"$2,896 price drop","$33,997"
2020 Lincoln Corsair Standard,"22,416 mi.",4.7,"(2,073 reviews)",Used,$510 price drop,"$34,391"
2020 Toyota RAV4 XLE,"48,670 mi.",4.3,"(1,049 reviews)",Used,$610 price drop,"$32,400"
2019 Acura MDX 3.5L,Mileage,4.8,(399 reviews),Acura Certified,$900 price drop,"$36,511"
2018 Dodge Durango GT,"32,945 mi.",3.7,(192 reviews),Used,$200 price drop,"$36,647"
2020 RAM 1500 Big Horn,"37,388 mi.",4.6,"(1,232 reviews)",Used,$200 price drop,"$39,817"
2017 Dodge Challenger R/T,"23,912 mi.",4.2,"(9,085 reviews)",Used,"$1,000 price drop","$36,990"
2017 Toyota 4Runner Limited,"12,553 mi.",4.6,(118 reviews),Used,$500 price drop,"$38,600"
2018 Porsche Panamera E-Hybrid 4,"68,381 mi.",4.7,(418 reviews),Porsche Certified,$319 price drop,"$83,991"
2019 Buick Enclave Essence,"21,012 mi.",4.7,"(1,287 reviews)",Used,$500 price drop,"$33,692"
2021 Porsche Macan Base,"21,090 mi.",4.7,(176 reviews),Porsche Certified,"$1,348 price drop","$61,995"
2019 Audi A5 2.0T Premium,"11,758 mi.",4.8,(958 reviews),Used,"$1,000 price drop","$42,287"
2021 Jeep Grand Cherokee Limited,"13,375 mi.",4.0,(21 reviews),Used,$500 price drop,"$38,966"
2019 Jeep Cherokee Limited,"47,871 mi.",4.5,(392 reviews),Used,"$1,001 price drop","$30,999"
2021 Toyota RAV4 LE,"24,905 mi.",4.8,"(5,525 reviews)",Used,$500 price drop,"$32,194"
2015 BMW 328 i xDrive,"32,433 mi.",4.7,(111 reviews),Used,"$1,000 price drop","$22,495"
2019 BMW X5 xDrive50i,"50,757 mi.",4.8,(162 reviews),BMW Certified,"$1,221 price drop","$65,586"
2018 Jeep Grand Cherokee Altitude,"40,234 mi.",2.4,(28 reviews),Used,$210 price drop,"$36,998"
2019 Jeep Cherokee Limited,"25,754 mi.",4.1,(59 reviews),Jeep Certified,"$2,000 price drop","$28,500"
2019 BMW 330 i,"21,867 mi.",4.4,"(1,577 reviews)",BMW Certified,$245 price drop,"$33,998"
2021 Toyota Highlander XLE,"13,892 mi.",4.6,"(1,233 reviews)",Used,"$1,000 price drop","$47,999"
2019 INFINITI QX80 Luxe,"24,108 mi.",4.8,(808 reviews),Used,"$2,020 price drop","$53,444"
2020 Chevrolet Blazer 2LT,"13,673 mi.",4.1,(421 reviews),Used,$189 price drop,"$32,798"
2021 Jeep Grand Cherokee Limited,"52,285 mi.",2.6,(26 reviews),Jeep Certified,$300 price drop,"$39,995"
2017 Porsche Macan Base,"16,315 mi.",3.5,(19 reviews),Used,$500 price drop,"$40,998"
2020 Honda Pilot EX-L,"40,688 mi.",3.2,(25 reviews),Used,"$2,970 price drop","$34,684"
2020 Ford Explorer Platinum,"34,398 mi.",4.3,"(1,506 reviews)",Used,$200 price drop,"$48,399"
2019 Buick Envision Essence,"23,716 mi.",4.9,"(1,079 reviews)",Buick Certified,$600 price drop,"$30,382"
2019 Jeep Cherokee Limited,"33,503 mi.",4.6,(179 reviews),Used,$295 price drop,"$26,125"
2017 BMW 340 i xDrive,"47,854 mi.",4.3,(140 reviews),Used,"$2,111 price drop","$37,900"
2017 Tesla Model X 100D,"61,680 mi.",4.7,(28 reviews),Used,$500 price drop,"$85,990"
2019 Chevrolet Silverado 1500 LT,"17,435 mi.",4.4,(45 reviews),Used,"$1,601 price drop","$40,750"
2019 Acura RDX A-Spec,"15,836 mi.",4.9,"(1,008 reviews)",Acura Certified,$599 price drop,"$43,495"
2020 Honda CR-V LX,"21,717 mi.",3.7,(40 reviews),Used,"$2,804 price drop","$29,989"
2020 Chrysler Pacifica Touring-L,"29,905 mi.",4.6,(101 reviews),Used,"$4,000 price drop","$26,491"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"70,390 mi.",4.6,(908 reviews),Mercedes-Benz Certified,"$1,415 price drop","$47,780"
2015 Dodge Durango Limited,"2,500 mi.",4.4,"(2,372 reviews)",Used,"$1,436 price drop","$23,000"
2020 Toyota Sienna LE,"89,454 mi.",4.7,(245 reviews),Used,"$10,000 price drop","$36,301"
2021 Toyota RAV4 XLE,"48,452 mi.",4.7,(124 reviews),Used,$233 price drop,"$34,000"
2015 Lexus NX 200t Base,"17,054 mi.",4.8,(760 reviews),Used,"$1,002 price drop","$28,500"
2020 Toyota Tacoma SR5,"55,113 mi.",4.7,"(1,992 reviews)",Toyota Certified,$199 price drop,"$39,999"
2017 Chevrolet Tahoe LT,"18,601 mi.",4.5,(542 reviews),Used,$500 price drop,"$35,795"
2021 Ford F-150 Lariat,"84,702 mi.",4.8,(447 reviews),Used,$296 price drop,"$69,997"
2019 Kia Optima SX Turbo,Mileage,4.7,"(2,013 reviews)",Kia Certified,"$2,017 price drop","$26,957"
2020 Acura TLX Technology,"23,993 mi.",4.8,(68 reviews),Used,$200 price drop,"$33,791"
2019 BMW X4 xDrive30i,"22,515 mi.",4.7,"(1,358 reviews)",BMW Certified,"$1,100 price drop","$48,843"
2020 Acura TLX FWD,"30,629 mi.",4.7,(350 reviews),Used,$399 price drop,"$30,190"
2019 Volvo XC90 T6 Momentum,"42,175 mi.",4.3,(120 reviews),Volvo Certified,"$1,000 price drop","$44,900"
2019 Ford Explorer XLT,"22,916 mi.",4.6,"(3,640 reviews)",Used,$500 price drop,"$41,000"
2016 Honda Odyssey Touring Elite,"16,948 mi.",4.4,"(2,223 reviews)",Used,"$1,000 price drop","$26,997"
2021 Toyota RAV4 Limited,"86,081 mi.",4.8,"(1,210 reviews)",Used,$500 price drop,"$42,991"
2019 Lamborghini Urus Base,"15,191 mi.",4.3,(5 reviews),Used,$323 price drop,"$259,000"
2015 INFINITI QX80 Base,"17,784 mi.",4.6,(528 reviews),Used,$500 price drop,"$25,659"
2019 Acura RDX Base,"112,817 mi.",4.1,(31 reviews),Used,$399 price drop,"$36,500"
2020 RAM 1500 Laramie,"23,095 mi.",4.9,(2 reviews),Used,$500 price drop,"$46,000"
2015 Lexus GS 350 Base,"59,709 mi.",4.8,"(1,879 reviews)",Used,$739 price drop,"$29,995"
2020 Hyundai Palisade SEL,"55,952 mi.",4.9,(177 reviews),Used,$508 price drop,"$41,499"
2018 Ford Edge Titanium,"20,631 mi.",4.4,(110 reviews),Used,"$1,000 price drop","$25,995"
2019 Chevrolet Colorado WT,"83,615 mi.",4.9,"(1,214 reviews)",Used,$500 price drop,"$19,599"
2021 Toyota RAV4 Prime SE,"74,030 mi.",4.8,"(2,387 reviews)",Toyota Certified,"$2,000 price drop","$59,795"
2020 Ford F-150 XLT,"12,549 mi.",4.8,(80 reviews),Used,$495 price drop,"$44,400"
2017 Kia Cadenza Premium,"30,353 mi.",4.8,(198 reviews),Used,"$2,000 price drop","$24,777"
2019 Mercedes-Benz GLS 450 4MATIC,"48,212 mi.",4.6,"(1,112 reviews)",Used,$506 price drop,"$54,987"
2019 Cadillac XT5 Luxury,"33,427 mi.",4.8,"(1,911 reviews)",Cadillac Certified,$500 price drop,"$37,990"
2021 Porsche Cayenne Base,"30,222 mi.",4.9,"(1,699 reviews)",Used,"$2,231 price drop","$82,950"
2021 Ford Ranger XLT,"12,862 mi.",4.7,(146 reviews),Used,"$1,710 price drop","$38,919"
2018 BMW 330 i xDrive,"19,069 mi.",4.7,(272 reviews),Used,"$2,363 price drop","$30,899"
2020 Toyota Highlander Platinum,"39,759 mi.",4.8,"(1,112 reviews)",Used,$500 price drop,"$46,793"
2019 INFINITI QX60 Luxe,"25,246 mi.",4.4,(128 reviews),Used,$500 price drop,"$31,500"
2019 INFINITI QX80 Luxe,"61,859 mi.",4.6,(333 reviews),Used,$458 price drop,"$46,945"
2020 Land Rover Range Rover Evoque S,"47,152 mi.",3.9,(8 reviews),Used,$480 price drop,"$46,000"
2020 Honda Accord LX 1.5T,"19,611 mi.",4.5,"(2,421 reviews)",Honda Certified,"$1,028 price drop","$29,327"
2020 Volkswagen Passat 2.0T SE,"19,760 mi.",4.4,(193 reviews),Used,"$1,384 price drop","$22,295"
2013 Nissan Murano SL,"49,420 mi.",4.9,"(2,658 reviews)",Used,$407 price drop,"$11,500"
2019 Volvo S60 T6 Inscription,"142,382 mi.",4.5,(123 reviews),Volvo Certified,"$1,018 price drop","$37,781"
2021 Toyota Camry SE,"27,995 mi.",4.8,"(4,552 reviews)",Used,$300 price drop,"$26,000"
2021 Audi e-tron Premium Plus,"43,262 mi.",4.7,"(1,637 reviews)",Used,"$1,000 price drop","$68,490"
2021 Toyota Corolla SE,"20,770 mi.",4.9,"(1,372 reviews)",Toyota Certified,"$1,004 price drop","$26,104"
2019 Acura MDX Sport Hybrid 3.0L w/Technology Package,"30,016 mi.",4.6,"(1,629 reviews)",Used,"$1,000 price drop","$41,270"
2020 Lincoln Aviator Reserve AWD,"53,250 mi.",4.8,"(1,709 reviews)",Used,"$1,208 price drop","$59,977"
2007 Chevrolet Corvette Base,"25,806 mi.",4.3,"(1,571 reviews)",Used,"$1,000 price drop","$30,998"
2021 Dodge Durango SXT,"19,448 mi.",4.7,"(1,970 reviews)",Used,"$2,500 price drop",Not Priced
2020 Lincoln Aviator Reserve AWD,Mileage,4.7,"(1,358 reviews)",Used,$255 price drop,"$53,865"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"69,588 mi.",4.9,"(1,013 reviews)",Mercedes-Benz Certified,$600 price drop,"$56,968"
2019 Toyota Camry LE,"46,009 mi.",4.7,(833 reviews),Used,"$1,000 price drop","$25,257"
2019 Nissan Rogue SL,"32,417 mi.",4.7,(204 reviews),Nissan Certified,"$2,456 price drop","$30,311"
2018 GMC Sierra 1500 SLT,"38,329 mi.",4.9,"(2,634 reviews)",Used,"$1,254 price drop","$38,999"
2017 Mercedes-Benz AMG G 63 Base,"48,031 mi.",4.6,(23 reviews),Used,$439 price drop,"$119,980"
2021 Mazda CX-5 Signature,"29,756 mi.",4.2,(47 reviews),Used,$566 price drop,"$39,988"
2019 INFINITI QX60 Luxe,"9,083 mi.",4.7,"(2,356 reviews)",Used,$300 price drop,"$35,744"
2019 INFINITI QX50 ESSENTIAL,"43,123 mi.",4.6,"(1,498 reviews)",INFINITI Certified,$657 price drop,"$34,262"
2020 Ford F-150 Raptor,"38,502 mi.",3.7,(4 reviews),Used,"$1,495 price drop","$68,998"
2020 INFINITI QX60 Pure,"42,520 mi.",4.4,"(4,254 reviews)",Used,$178 price drop,"$30,477"
2013 Ford Escape SEL,"47,963 mi.",4.7,"(1,150 reviews)",Used,$157 price drop,"$15,701"
2020 Lincoln Corsair Standard,"87,554 mi.",4.9,"(1,747 reviews)",Used,$961 price drop,"$34,988"
2020 Nissan Rogue SV,"24,759 mi.",4.9,"(2,268 reviews)",Used,$237 price drop,"$23,990"
2019 Subaru Outback 2.5i Limited,"45,245 mi.",4.8,(383 reviews),Subaru Certified,"$1,000 price drop","$34,990"
2021 Toyota Highlander Platinum,"20,094 mi.",4.9,(131 reviews),Used,"$3,440 price drop","$52,074"
2021 Lexus IS 300 ,"26,875 mi.",4.9,"(2,470 reviews)",Used,$491 price drop,"$43,874"
2018 Toyota 4Runner Limited,"14,872 mi.",4.2,(61 reviews),Used,"$3,500 price drop","$39,495"
2015 Ford F-150 Platinum,"62,457 mi.",4.6,"(1,122 reviews)",Used,$500 price drop,"$47,526"
2018 Toyota Highlander XLE,"24,013 mi.",4.8,"(1,700 reviews)",Used,"$1,780 price drop","$28,497"
2021 Honda Pilot EX-L,"94,810 mi.",4.3,(106 reviews),Honda Certified,$500 price drop,"$41,096"
2019 Lexus RX 350 F Sport,"18,829 mi.",3.5,(54 reviews),Used,"$2,999 price drop","$48,987"
2020 Ford Explorer Limited,"35,373 mi.",4.9,"(12,923 reviews)",Used,$500 price drop,"$41,500"
2018 Porsche Macan S,"24,164 mi.",4.9,"(1,568 reviews)",Used,$544 price drop,"$43,996"
2017 GMC Yukon XL SLT,"68,360 mi.",4.6,"(1,789 reviews)",Used,"$1,200 price drop","$37,991"
2019 BMW 330 i,"92,878 mi.",4.3,"(1,341 reviews)",Used,$400 price drop,"$35,480"
2020 Toyota Camry SE,"35,420 mi.",4.7,(215 reviews),Used,"$1,290 price drop","$28,889"
2020 Ford F-150 Lariat,"64,585 mi.",4.6,(304 reviews),Used,"$1,000 price drop","$74,598"
2021 Toyota Corolla Hatchback SE,"11,270 mi.",4.7,(224 reviews),Used,$999 price drop,"$27,398"
2019 Mercedes-Benz CLA 250 Base 4MATIC,"14,360 mi.",4.8,"(4,636 reviews)",Mercedes-Benz Certified,$285 price drop,"$32,826"
2020 Mercedes-Benz E-Class E 350,"24,288 mi.",4.4,(197 reviews),Used,$305 price drop,"$47,999"
